,playerID,career_DivWin,career_WCWin,career_LgWin,career_WSWin,career_team_wins,career_team_games,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,inducted,seasons_played,ALCS MVP,All-Star Game MVP,Babe Ruth Award,Baseball Magazine All-Star,Bob Feller Act of Valor Award - HOF Player,Bob Feller Act of Valor Award - MLB Player,Bob Feller Act of Valor Award - Patriot Award,Branch Rickey Award,Comeback Player of the Year,Cy Young Award,Gold Glove,Hank Aaron Award,Hutch Award,Lou Gehrig Memorial Award,MLB Players Choice Comeback Player,MLB Players Choice Man of the Year,MLB Players Choice Outstanding Pitcher,MLB Players Choice Outstanding Player,MLB Players Choice Outstanding Rookie,MLB Players Choice Player of the Year,MLB Players Curt Flood Award,Most Valuable Player,NLCS MVP,Outstanding DH Award,Pitcher of the Month,Pitching Triple Crown,Platinum Glove,Player of the Month,Player of the Week,Reliever of the Month,Reliever of the Year Award,Roberto Clemente Award,Rookie of the Month,Rookie of the Year,Silver Slugger,TSN All-Star,TSN Comeback Player of the Year,TSN Fireman of the Year,TSN Guide MVP,TSN Major League Player of the Year,TSN Pitcher of the Year,TSN Player of the Year,TSN Reliever of the Year,TSN Rookie Pitcher of the Year,TSN Rookie Player of the Year,TSN Rookie of the Year,This Year in Baseball Best Bounceback Player,This Year in Baseball Best Play - Offense,This Year in Baseball Best Player,This Year in Baseball Breakout Hitter of the Year,This Year in Baseball Breakout Pitcher of the Year,This Year in Baseball Breakout Player of the Year,This Year in Baseball Closer of the Year,This Year in Baseball Defensive Player of the Year,This Year in Baseball Dependable Player of the Year,This Year in Baseball Hitter of the Year,This Year in Baseball Moment of the Year,This Year in Baseball Oddity of the Year,This Year in Baseball Performance of the Year,This Year in Baseball Pitching Performance of the Year,This Year in Baseball Play of the Year,This Year in Baseball Postseason MVP,This Year in Baseball Postseason Moment of the Year,This Year in Baseball Rookie of the Year,This Year in Baseball Setup Man of the Year,This Year in Baseball Starter of the Year,This Year in Baseball X-Factor Player of the Year,Triple Crown,World Series MVP,nameFirst,nameLast,hof_eligibility,AVG,post_AVG,OBP,post_OBP,1B,SLG,post_1B,post_SLG,OPS,post_OPS
10436,lairdge01,2,1,2,1,1072,2107,799.0,2452.0,314.0,597.0,137.0,9.0,38.0,238.0,21.0,11.0,193.0,494.0,8.0,32.0,35.0,22.0,58.0,11.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,761.0,680.0,18063.0,4511.0,383.0,52.0,61.0,55.0,0.0,387.0,207.0,0.0,8.0,6.0,168.0,57.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gerald,Laird,1,0.24347471451876018,0.045454545454545456,0.30455724342349016,0.08695652173913043,413.0,0.3531810766721044,1.0,0.045454545454545456,0.6577383200955946,0.1324110671936759
10438,lajoina01,0,0,1,0,1606,3287,2480.0,9590.0,1504.0,3243.0,657.0,163.0,82.0,1599.0,380.0,21.0,516.0,321.0,0.0,134.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0,935.0,47190.0,8520.0,6691.0,518.0,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nap,Lajoie,1,0.33816475495307613,0.0,0.38017578125,0.0,2341.0,0.46631908237747655,0.0,0.0,0.8464948636274765,0.0
10439,lakeed01,0,0,0,0,926,1713,835.0,2595.0,442.0,599.0,105.0,9.0,39.0,193.0,52.0,45.0,546.0,312.0,0.0,8.0,50.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,1260.0,2015.0,175.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eddie,Lake,1,0.2308285163776493,0.0,0.3661479834868212,0.0,446.0,0.3233140655105973,0.0,0.0,0.6894620489974186,0.0
10444,lakerti01,2,0,0,0,939,1927,282.0,651.0,66.0,147.0,28.0,2.0,11.0,79.0,5.0,5.0,44.0,162.0,6.0,3.0,13.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,174.0,4937.0,1179.0,101.0,21.0,17.0,28.0,0.0,158.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim,Laker,1,0.22580645161290322,0.0,0.2759601706970128,0.0,106.0,0.32565284178187404,0.0,0.0,0.6016130124788868,0.0
10445,lakest01,2,0,1,0,940,1942,476.0,1125.0,89.0,267.0,41.0,5.0,18.0,108.0,1.0,0.0,43.0,159.0,17.0,6.0,18.0,5.0,33.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,315.0,8332.0,1671.0,210.0,20.0,17.0,16.0,0.0,185.0,152.0,0.0,4.0,1.0,36.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve,Lake,1,0.23733333333333334,0.5,0.2680237489397795,0.5,203.0,0.33066666666666666,1.0,0.75,0.5986904156064461,1.25
10468,lambmi01,0,3,1,0,881,1784,975.0,2706.0,382.0,746.0,132.0,19.0,69.0,349.0,7.0,10.0,226.0,409.0,31.0,17.0,9.0,30.0,56.0,16.0,40.0,7.0,10.0,2.0,0.0,5.0,7.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,1.0,1.0,747.0,603.0,16254.0,1976.0,932.0,107.0,231.0,1.0,0.0,3.0,0.0,0.0,11.0,10.0,245.0,75.0,11.0,1.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Lamb,1,0.2756836659275684,0.25,0.3319906008727761,0.32608695652173914,526.0,0.41500369549150035,3.0,0.675,0.7469942963642764,1.001086956521739
10477,lampde01,5,0,0,0,1339,2537,639.0,201.0,6.0,33.0,3.0,0.0,0.0,7.0,0.0,0.0,6.0,37.0,0.0,0.0,17.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,163.0,5492.0,128.0,353.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis,Lamp,1,0.16417910447761194,0.0,0.18840579710144928,0.0,30.0,0.1791044776119403,0.0,0.0,0.3675102747133896,0.0
10479,lampkto01,1,1,0,0,1031,2089,777.0,1796.0,224.0,422.0,78.0,8.0,56.0,236.0,23.0,17.0,193.0,286.0,27.0,36.0,10.0,17.0,38.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,588.0,438.0,12264.0,2927.0,235.0,36.0,35.0,31.0,0.0,269.0,144.0,0.0,4.0,2.0,52.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom,Lampkin,1,0.23496659242761692,0.16666666666666666,0.3188050930460333,0.2857142857142857,280.0,0.38084632516703787,1.0,0.16666666666666666,0.6996514182130712,0.45238095238095233
10490,landiji01,0,0,2,0,1108,2080,1346.0,4288.0,625.0,1061.0,169.0,50.0,93.0,467.0,139.0,51.0,588.0,767.0,22.0,59.0,61.0,29.0,65.0,6.0,24.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1265.0,1132.0,30694.0,2927.0,72.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,156.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jim,Landis,1,0.24743470149253732,0.2916666666666667,0.3440773569701853,0.34615384615384615,749.0,0.3752332089552239,7.0,0.2916666666666667,0.7193105659254092,0.6378205128205128
10494,landrho01,0,0,0,0,1145,2502,772.0,1929.0,179.0,450.0,69.0,5.0,34.0,203.0,5.0,12.0,253.0,188.0,35.0,3.0,23.0,19.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.0,479.0,13144.0,3116.0,284.0,59.0,43.0,38.0,94.0,180.0,113.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hobie,Landrith,1,0.2332814930015552,0.0,0.3203266787658802,0.0,342.0,0.3271124935199585,0.0,0.0,0.6474391722858388,0.0
10497,landrke01,3,0,1,1,882,1730,1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,145.0,60.0,299.0,421.0,33.0,19.0,39.0,45.0,78.0,24.0,68.0,6.0,15.0,6.0,0.0,0.0,4.0,1.0,0.0,5.0,9.0,1.0,0.0,2.0,0.0,0.0,1138.0,982.0,26642.0,2206.0,57.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,473.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken,Landreaux,1,0.2679834186783711,0.22058823529411764,0.31742831541218636,0.273972602739726,783.0,0.40039014874420875,9.0,0.3088235294117647,0.7178184641563952,0.5827961321514907
10515,langery01,3,0,0,0,1039,2104,597.0,1250.0,177.0,283.0,58.0,12.0,33.0,125.0,11.0,8.0,192.0,388.0,16.0,12.0,11.0,9.0,17.0,4.0,12.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,490.0,325.0,9567.0,851.0,17.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan,Langerhans,1,0.2264,0.3333333333333333,0.33287764866712233,0.5,180.0,0.3712,3.0,0.4166666666666667,0.7040776486671223,0.9166666666666667
10517,langfri01,1,0,0,0,797,1728,265.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,196.0,4482.0,146.0,211.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rick,Langford,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0
10522,langsma01,2,0,1,0,1293,2688,459.0,92.0,5.0,14.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,38.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,428.0,8888.0,127.0,493.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Langston,1,0.15217391304347827,0.0,0.16842105263157894,0.0,11.0,0.18478260869565216,0.0,0.0,0.35320366132723113,0.0
10524,lanieha01,1,0,0,0,882,1614,1196.0,3703.0,297.0,843.0,111.0,20.0,8.0,273.0,11.0,11.0,136.0,436.0,25.0,4.0,78.0,19.0,135.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.0,1059.0,28322.0,2041.0,3408.0,140.0,598.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hal,Lanier,1,0.22765325411828247,0.0,0.2545313309166235,0.0,704.0,0.2749122333243316,0.0,0.0,0.5294435642409552,0.0
10525,laniema01,0,0,4,3,1324,2331,328.0,535.0,46.0,99.0,4.0,1.0,0.0,27.0,0.0,0.0,23.0,45.0,0.0,0.0,41.0,0.0,17.0,7.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,0.0,0.0,78.0,324.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,95.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Max,Lanier,1,0.18504672897196262,0.4444444444444444,0.21863799283154123,0.4444444444444444,94.0,0.19626168224299065,4.0,0.4444444444444444,0.41489967507453185,0.8888888888888888
10528,lankfra01,3,1,1,0,1196,2364,1701.0,5747.0,968.0,1561.0,356.0,54.0,238.0,874.0,258.0,117.0,828.0,1550.0,68.0,36.0,10.0,53.0,77.0,14.0,37.0,5.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,14.0,1.0,0.0,0.0,1.0,0.0,1586.0,1485.0,39309.0,3530.0,72.0,63.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,243.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray,Lankford,1,0.27161997563946405,0.1891891891891892,0.36389555822328934,0.27906976744186046,913.0,0.4765964851226727,5.0,0.24324324324324326,0.8404920433459621,0.5223130106851037
10530,lannijo01,0,0,0,0,826,1698,278.0,322.0,17.0,47.0,11.0,0.0,1.0,17.0,0.0,0.0,11.0,67.0,0.0,1.0,22.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,73.0,212.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnny,Lanning,1,0.14596273291925466,0.0,0.17664670658682635,0.0,35.0,0.18944099378881987,0.0,0.0,0.3660877003756462,0.0
10533,lansfca01,5,0,3,1,1259,2374,1862.0,7158.0,1007.0,2074.0,332.0,40.0,151.0,874.0,224.0,104.0,553.0,719.0,45.0,64.0,53.0,77.0,166.0,33.0,128.0,17.0,39.0,3.0,0.0,2.0,18.0,4.0,1.0,10.0,10.0,0.0,0.0,3.0,0.0,3.0,1850.0,1765.0,46342.0,2098.0,2847.0,153.0,311.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,845.0,32.0,64.0,1.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carney,Lansford,1,0.2897457390332495,0.3046875,0.34271523178807944,0.35507246376811596,1551.0,0.4105895501536742,34.0,0.375,0.7533047819417537,0.730072463768116
10540,lapoida01,2,0,2,1,1170,2367,294.0,251.0,13.0,26.0,1.0,0.0,0.0,15.0,0.0,0.0,16.0,82.0,0.0,0.0,32.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,227.0,4460.0,46.0,186.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave,LaPoint,1,0.10358565737051793,0.0,0.15671641791044777,0.0,25.0,0.10756972111553785,0.0,0.0,0.26428613902598563,0.0
