,playerID,career_DivWin,career_WCWin,career_LgWin,career_WSWin,career_team_wins,career_team_games,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,inducted,seasons_played,ALCS MVP,All-Star Game MVP,Babe Ruth Award,Baseball Magazine All-Star,Bob Feller Act of Valor Award - HOF Player,Bob Feller Act of Valor Award - MLB Player,Bob Feller Act of Valor Award - Patriot Award,Branch Rickey Award,Comeback Player of the Year,Cy Young Award,Gold Glove,Hank Aaron Award,Hutch Award,Lou Gehrig Memorial Award,MLB Players Choice Comeback Player,MLB Players Choice Man of the Year,MLB Players Choice Outstanding Pitcher,MLB Players Choice Outstanding Player,MLB Players Choice Outstanding Rookie,MLB Players Choice Player of the Year,MLB Players Curt Flood Award,Most Valuable Player,NLCS MVP,Outstanding DH Award,Pitcher of the Month,Pitching Triple Crown,Platinum Glove,Player of the Month,Player of the Week,Reliever of the Month,Reliever of the Year Award,Roberto Clemente Award,Rookie of the Month,Rookie of the Year,Silver Slugger,TSN All-Star,TSN Comeback Player of the Year,TSN Fireman of the Year,TSN Guide MVP,TSN Major League Player of the Year,TSN Pitcher of the Year,TSN Player of the Year,TSN Reliever of the Year,TSN Rookie Pitcher of the Year,TSN Rookie Player of the Year,TSN Rookie of the Year,This Year in Baseball Best Bounceback Player,This Year in Baseball Best Play - Offense,This Year in Baseball Best Player,This Year in Baseball Breakout Hitter of the Year,This Year in Baseball Breakout Pitcher of the Year,This Year in Baseball Breakout Player of the Year,This Year in Baseball Closer of the Year,This Year in Baseball Defensive Player of the Year,This Year in Baseball Dependable Player of the Year,This Year in Baseball Hitter of the Year,This Year in Baseball Moment of the Year,This Year in Baseball Oddity of the Year,This Year in Baseball Performance of the Year,This Year in Baseball Pitching Performance of the Year,This Year in Baseball Play of the Year,This Year in Baseball Postseason MVP,This Year in Baseball Postseason Moment of the Year,This Year in Baseball Rookie of the Year,This Year in Baseball Setup Man of the Year,This Year in Baseball Starter of the Year,This Year in Baseball X-Factor Player of the Year,Triple Crown,World Series MVP,nameFirst,nameLast,hof_eligibility,AVG,post_AVG,OBP,post_OBP,1B,SLG,post_1B,post_SLG,OPS,post_OPS
10309,kreutch01,1,0,0,0,1426,2850,944.0,2505.0,289.0,593.0,123.0,8.0,54.0,274.0,5.0,7.0,361.0,593.0,13.0,20.0,27.0,19.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,707.0,19446.0,4581.0,372.0,51.0,48.0,73.0,0.0,453.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chad,Kreuter,1,0.23672654690618763,0.0,0.3352839931153184,0.0,408.0,0.3568862275449102,0.0,0.0,0.6921702206602286,0.0
10330,kruegbi01,2,0,1,1,1301,2627,301.0,15.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,164.0,3583.0,33.0,144.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,Krueger,1,0.4,0.0,0.4,0.0,5.0,0.4666666666666667,0.0,0.0,0.8666666666666667,0.0
10340,krukjo01,1,0,1,0,822,1718,1200.0,3897.0,582.0,1170.0,199.0,34.0,100.0,592.0,58.0,31.0,649.0,701.0,83.0,2.0,12.0,43.0,92.0,12.0,47.0,8.0,14.0,3.0,1.0,1.0,9.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,1109.0,1000.0,26195.0,6022.0,401.0,42.0,415.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,322.0,85.0,5.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Kruk,1,0.3002309468822171,0.2978723404255319,0.39664561097800044,0.43103448275862066,837.0,0.4457274826789838,9.0,0.46808510638297873,0.8423730936569842,0.8991195891415994
10341,krukomi01,2,0,1,0,1061,2212,371.0,722.0,44.0,139.0,22.0,0.0,5.0,54.0,3.0,2.0,17.0,194.0,0.0,4.0,70.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,355.0,6572.0,146.0,284.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Krukow,1,0.1925207756232687,0.0,0.2136181575433912,0.3333333333333333,112.0,0.24376731301939059,0.0,0.0,0.4573854705627818,0.3333333333333333
10346,kubelja01,4,1,0,0,923,1784,1036.0,3480.0,442.0,913.0,187.0,19.0,140.0,564.0,12.0,7.0,355.0,834.0,34.0,11.0,3.0,34.0,89.0,8.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,622.0,585.0,15093.0,1038.0,44.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,126.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason,Kubel,1,0.2623563218390805,0.06896551724137931,0.32963917525773195,0.15625,567.0,0.4477011494252874,1.0,0.10344827586206896,0.7773403246830193,0.25969827586206895
10348,kubiate01,4,0,3,3,1029,2092,977.0,2447.0,238.0,565.0,61.0,21.0,13.0,202.0,13.0,22.0,271.0,272.0,36.0,4.0,45.0,16.0,70.0,15.0,12.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,889.0,620.0,18132.0,1373.0,1834.0,90.0,366.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,138.0,12.0,19.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ted,Kubiak,1,0.23089497343686147,0.25,0.30679327976625276,0.3076923076923077,470.0,0.2889252145484266,3.0,0.25,0.5957184943146794,0.5576923076923077
10358,kuehnbi01,0,0,0,0,851,1881,1087.0,4286.0,533.0,993.0,145.0,115.0,25.0,403.0,150.0,0.0,136.0,260.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,28383.0,1613.0,2312.0,519.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,Kuehne,1,0.23168455436304247,0.0,0.2569945848375451,0.0,708.0,0.33667755482967804,0.0,0.0,0.5936721396672231,0.0
10359,kuennha01,0,0,1,0,1325,2689,1833.0,6913.0,951.0,2092.0,356.0,56.0,87.0,671.0,68.0,56.0,594.0,404.0,39.0,15.0,44.0,52.0,143.0,3.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1747.0,1474.0,38544.0,3028.0,2345.0,191.0,468.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,69.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvey,Kuenn,1,0.3026182554607262,0.08333333333333333,0.35661473461843146,0.15384615384615385,1593.0,0.4080717488789238,1.0,0.08333333333333333,0.7646864834973552,0.23717948717948717
10361,kuheljo01,0,0,1,0,1494,2930,2104.0,7984.0,1236.0,2212.0,412.0,111.0,131.0,1049.0,178.0,90.0,980.0,612.0,0.0,39.0,92.0,0.0,74.0,5.0,20.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2057.0,0.0,0.0,19386.0,1163.0,173.0,1769.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,138.0,59.0,3.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe,Kuhel,1,0.2770541082164329,0.15,0.35888037320893035,0.19047619047619047,1558.0,0.40568637274549096,3.0,0.15,0.7645667459544213,0.3404761904761905
10368,kuipedu01,0,0,0,0,883,1872,1057.0,3379.0,329.0,917.0,91.0,29.0,1.0,263.0,52.0,71.0,248.0,255.0,27.0,28.0,82.0,17.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,867.0,23053.0,2024.0,2468.0,78.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Duane,Kuiper,1,0.2713820656999112,0.0,0.32489106753812635,0.0,796.0,0.31636578869488013,0.0,0.0,0.6412568562330065,0.0
10391,kuzavbo01,0,0,3,3,1132,2319,214.0,256.0,21.0,22.0,1.0,0.0,1.0,10.0,0.0,0.0,29.0,96.0,0.0,1.0,12.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,213.0,12.0,337.0,33.0,112.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Kuzava,1,0.0859375,0.0,0.18181818181818182,0.0,20.0,0.1015625,0.0,0.0,0.2833806818181818,0.0
10395,laabsch01,0,0,1,0,902,1858,950.0,3102.0,467.0,813.0,151.0,44.0,117.0,509.0,32.0,22.0,389.0,595.0,0.0,10.0,37.0,0.0,60.0,5.0,15.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,820.0,0.0,0.0,1780.0,62.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,105.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chet,Laabs,1,0.2620889748549323,0.2,0.3461868037703513,0.29411764705882354,501.0,0.4522888459058672,1.0,0.4,0.7984756496762185,0.6941176470588235
10397,labincl01,0,0,6,3,1276,2327,514.0,227.0,12.0,17.0,3.0,0.0,3.0,11.0,0.0,0.0,15.0,121.0,0.0,1.0,13.0,0.0,5.0,13.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,513.0,16.0,2475.0,97.0,207.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,94.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clem,Labine,1,0.07488986784140969,0.1,0.13580246913580246,0.1,11.0,0.1277533039647577,0.0,0.2,0.26355577310056016,0.30000000000000004
10401,lachaca01,0,0,2,1,860,1694,1265.0,4928.0,681.0,1380.0,198.0,87.0,39.0,693.0,192.0,0.0,219.0,429.0,0.0,55.0,105.0,0.0,0.0,8.0,27.0,5.0,6.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,1266.0,169.0,32895.0,12506.0,610.0,262.0,670.0,1.0,0.0,25.0,11.0,0.0,8.0,8.0,213.0,77.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George,LaChance,1,0.2800324675324675,0.2222222222222222,0.31795463283352554,0.3,1056.0,0.37926136363636365,3.0,0.37037037037037035,0.6972159964698892,0.6703703703703703
10406,lackejo01,10,1,3,3,1475,2592,450.0,236.0,6.0,26.0,7.0,0.0,0.0,8.0,1.0,1.0,9.0,97.0,0.0,0.0,20.0,0.0,3.0,29.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,448.0,446.0,8521.0,222.0,299.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,432.0,17.0,19.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Lackey,1,0.11016949152542373,0.16666666666666666,0.14285714285714285,0.23076923076923078,19.0,0.13983050847457626,2.0,0.16666666666666666,0.28268765133171914,0.39743589743589747
10408,lacorfr01,2,0,0,0,819,1728,255.0,77.0,2.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,28.0,0.0,0.0,10.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,32.0,1470.0,13.0,45.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank,LaCorte,1,0.1038961038961039,0.0,0.11392405063291139,0.0,7.0,0.11688311688311688,0.0,0.0,0.23080716751602826,0.0
10409,lacosmi01,4,0,2,1,1178,2213,416.0,481.0,30.0,60.0,11.0,0.0,2.0,19.0,0.0,0.0,18.0,194.0,0.0,2.0,61.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,243.0,5219.0,126.0,308.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,37.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,LaCoss,1,0.12474012474012475,0.0,0.1593625498007968,0.0,47.0,0.1600831600831601,0.0,0.0,0.31944570988395693,0.0
10412,lacyle01,4,0,4,1,1418,2688,1523.0,4549.0,650.0,1303.0,207.0,42.0,91.0,458.0,185.0,86.0,372.0,657.0,26.0,9.0,41.0,33.0,86.0,17.0,29.0,2.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1315.0,1037.0,29194.0,2361.0,702.0,80.0,139.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lee,Lacy,1,0.28643657946801493,0.2413793103448276,0.3393109006649204,0.2903225806451613,963.0,0.41041987249945044,7.0,0.2413793103448276,0.7497307731643709,0.5317018909899889
10430,lagrole01,2,0,1,1,855,1769,309.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,67.0,2335.0,37.0,136.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lerrin,LaGrow,1,0.15384615384615385,0.0,0.15384615384615385,0.0,2.0,0.15384615384615385,0.0,0.0,0.3076923076923077,0.0
10432,lahoujo01,2,0,0,0,970,1938,791.0,1925.0,239.0,429.0,68.0,12.0,65.0,218.0,20.0,20.0,309.0,339.0,21.0,16.0,6.0,5.0,38.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,406.0,10984.0,819.0,25.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe,Lahoud,1,0.22285714285714286,0.0,0.3343680709534368,0.6666666666666666,284.0,0.37194805194805197,0.0,0.0,0.7063161229014887,0.6666666666666666
